id,name,This is the current 'specialisation_id' linked to this practice,This is the current specialisation 'name' linked to this 'specialisation_id',What specialisation_id should this practice be linked to?,What is the respective specailisation name/type of the 'specialisation_id' linked to this practice?,What is the respective Practice Type?,specialisation_id,name,specialisation_name
2745,Dis-Chem Pharmacy The Club Surgical,159,ZZ Covid-19 Testing,420,General,Pharmacy,,,
3073,Vryheid Hospitaal Dietetics,121,Dietetics,121,Dietetics,Specialist Department,,,
3079,Netcare Christiaan Barnard Urology,143,Urology,143,Urology,Specialist Department,,,
799,Promed Durbanville,1,Ophthalmology,1,Ophthalmology,Specialist Department,,,
825,Louis Leipoldt Emergency Medicine,32,Emergency medicine,32,Emergency Medicine,Specialist Department,,,
856,King Edward Orthopaedics,7,Orthopaedics,7,Orthopaedics,Specialist Department,,,
873,Khayelitsha Hospital Surgery,22,General Surgery,22,General Surgery,Specialist Department,,,
3190,Mediclinic Sandton Emergency Medicine,32,Emergency medicine,32,Emergency Medicine,Specialist Department,,,
3204,SU Physio - Mitchells Plain Hospital,162,SU Students - Physiotherapy,123,Physiotherapy,University,,,
2755,The Birthing Team Femina O&G,27,Obstetrics / Gynaecology,27,Obstetrics / Gynaecology,Specialist Department,,,
2756,CHBAH Haematology,84,Haematology,84,Haematology,Specialist Department,,,
2758,Thelle Mogoerane O&G,27,Obstetrics / Gynaecology,27,Obstetrics / Gynaecology,Specialist Department,,,
2760,Kingsbury Critical Care,34,Critical Care,34,Critical Care,Specialist Department,,,
2761,Paarl Anaesthesiology,128,Anaesthesiology,128,Anaesthesiology,Specialist Department,,,
2765,Maguzi Physiotherapy,123,Physiotherapy,123,Physiotherapy,Specialist Department,,,
1192,Addington Family Medicine,16,Family Medicine,16,Family Medicine,Specialist Department,,,
1087,"Karl Bremer Surgery OPD (Surgery OPD  8h00 - 16h00, Mo to Fr)",22,General Surgery,22,General Surgery,Specialist Department,,,
3208,SU Physio - Neurology CoP,162,SU Students - Physiotherapy,123,Physiotherapy,University,,,
3207,SU Physio - Neuro-musculoskeletal CoP,162,SU Students - Physiotherapy,123,Physiotherapy,University,,,
2766,Leratong Paediatrics,28,Paediatrics,28,Paediatrics,Specialist Department,,,
2772,Tshilidzini Hospital General Surgery,22,General Surgery,22,General Surgery,Specialist Department,,,
2776,Isipingo Hospital Urology,143,Urology,143,Urology,Specialist Department,,,
2496,Dis-Chem Constantiaberg Pharmacy,159,ZZ Covid-19 Testing,420,General,Pharmacy,,,
2790,King Dinuzulu Anaesthesiology,128,Anaesthesiology,128,Anaesthesiology,Specialist Department,,,
2248,Dis-chem Loch Logan,159,ZZ Covid-19 Testing,420,General,Pharmacy,,,
2791,City Hospital Ltd Dietetics,121,Dietetics,121,Dietetics,Specialist Department,,,
2792,City Hospital Ltd Physiotherapy,123,Physiotherapy,123,Physiotherapy,Specialist Department,,,
2799,City Hospital Ltd Paediatrics,28,Paediatrics,28,Paediatrics,Specialist Department,,,
2801,City Hospital Ltd General Surgery,22,General Surgery,22,General Surgery,Specialist Department,,,
2802,Stellenbosch Medical School Physiotherapy,123,Physiotherapy,123,Physiotherapy,Specialist Department,,,
2803,City Hospital Ltd Orthopaedics,7,Orthopaedics,7,Orthopaedics,Specialist Department,,,
2804,Addington Emergency Medicine,32,Emergency medicine,32,Emergency Medicine,Specialist Department,,,
2811,Dr Sibulelo Qhogwana,125,Psychology,125,Psychology,Specialist Department,,,
2821,Dr Brenda Witt,16,Family Medicine,16,Family Medicine,Specialist Department,,,
2822,Mediclinic Morningside Dietetics,121,Dietetics,121,Dietetics,Specialist Department,,,
2828,Dis-Chem Pharmacy Verdi Shopping Centre,159,ZZ Covid-19 Testing,420,General,Pharmacy,,,
2836,Sinethemba Clinic family Medicine,175,Family medicine - Down referral,16,Family Medicine,Specialist Department,,,
2831,Northdale Occupational Therapy,124,Occupational Therapy,124,Occupational Therapy,Specialist Department,,,
3205,SU Physio - Community CoP,162,SU Students - Physiotherapy,123,Physiotherapy,University,,,
2846,Mrs Beverley Whitehead,125,Psychology,125,Psychology,Specialist Department,,,
2851,Dr Mahomed Cassim Solwa,16,Family Medicine,16,Family Medicine,Specialist Department,,,
2854,Charlotte Maxeke Paediatric Nephrology,28,Paediatrics,28,Paediatrics,Specialist Department,,,
2855,Charlotte Maxeke Neonatology/ NICU,154,Neonatology,154,Neonatology,Specialist Department,,,
2864,Sandton Eye Clinic,123,Physiotherapy,123,Physiotherapy,Specialist Department,,,
2867,Dis-Chem Pharmacy Bracken Gardens - Alberton,159,ZZ Covid-19 Testing,420,General,Pharmacy,,,
2869,Dis-Chem Platinum Park,159,ZZ Covid-19 Testing,420,General,Pharmacy,,,
2874,Charlotte Maxeke Paediatric Neurology,28,Paediatrics,28,Paediatrics,Specialist Department,,,
2875,Charlotte Maxeke Paediatric Oncology,28,Paediatrics,28,Paediatrics,Specialist Department,,,
940,Carrier Sekani Family Services,16,Family Medicine,16,Family Medicine,Specialist Department,,,
2879,Charlotte Maxeke Paediatric Gastroenterology,28,Paediatrics,238,Paediatric Gastroenterology,Specialist Department,,,
2881,Charlotte Maxeke Paediatric Endocrinology,28,Paediatrics,28,Paediatrics,Specialist Department,,,
2882,Charlotte Maxeke Neurodevelopment,28,Paediatrics,28,Paediatrics,Specialist Department,,,
1013,Ngwelezana Hospital Internal Medicine,21,Internal Medicine,21,Internal Medicine,Specialist Department,,,
1105,Addington General Surgery,22,General Surgery,22,General Surgery,Specialist Department,,,
1113,Mamelodi Orthopaedics,7,Orthopaedics,7,Orthopaedics,Specialist Department,,,
3192,SU Physio - Robertson,162,SU Students - Physiotherapy,123,Physiotherapy,University,,,
1132,Ngwelwzana Burns,3,Burns,3,Burns,Specialist Department,,,
1161,The Bay Neurosurgery,18,Neurosurgery,18,Neurosurgery,Specialist Department,,,
1683,CHBAH Orthopaedics,7,Orthopaedics,7,Orthopaedics,Specialist Department,,,
1196,Karl Bremer Emergency Medicine,32,Emergency medicine,32,Emergency Medicine,Specialist Department,,,
2888,Dr George Mukhari Paediatrics,28,Paediatrics,28,Paediatrics,Specialist Department,,,
308,JS Thabane Paediatrics,28,Paediatrics,28,Paediatrics,Specialist Department,,,
2914,Mediclinic Paarl Emergency Medicine,32,Emergency medicine,32,Emergency Medicine,Specialist Department,,,
2918,Mediclinic South Africa Emergency Medicine,32,Emergency medicine,32,Emergency Medicine,Specialist Department,,,
1222,Universitas General Surgery,22,General Surgery,22,General Surgery,Specialist Department,,,
3087,RK Khan General Surgery,22,General Surgery,22,General Surgery,Specialist Department,,,
828,NMAH General Surgery,22,General Surgery,22,General Surgery,Specialist Department,,,
3193,SU Physio - Ceres,162,SU Students - Physiotherapy,123,Physiotherapy,University,,,
1168,Wentworth Family Medicine,16,Family Medicine,16,Family Medicine,Specialist Department,,,
3206,SU Physio - Medical and Surgical CoP,162,SU Students - Physiotherapy,123,Physiotherapy,University,,,
3200,SU Physio - New Somerset Hospital,162,SU Students - Physiotherapy,123,Physiotherapy,University,,,
3088,Vincent Pallotti Emergency Medicine,32,Emergency medicine,32,Emergency Medicine,Specialist Department,,,
1021,Ceres Family Medicine,16,Family Medicine,16,Family Medicine,Specialist Department,,,
1139,Victoria Paediatric Outpatient Clinic Cases Only,28,Paediatrics,28,Paediatrics,Specialist Department,,,
1141,Lenmed Ahmed Kathrada EM,32,Emergency medicine,32,Emergency Medicine,Specialist Department,,,
1252,Prince Mshiyeni General Surgery,22,General Surgery,22,General Surgery,Specialist Department,,,
1265,Red Cross Orthopaedics,7,Orthopaedics,7,Orthopaedics,Specialist Department,,,
3194,SU Physio - Worcester,162,SU Students - Physiotherapy,123,Physiotherapy,University,,,
3063,Medicross Worcester Family Medicine,16,Family Medicine,16,Family Medicine,Specialist Department,,,
326,UKZN Family Medicine,16,Family Medicine,16,Family Medicine,Specialist Department,,,
902,Bedford Orthopaedic Hospital,7,Orthopaedics,7,Orthopaedics,Specialist Department,,,
830,False Bay Family Medicine,16,Family Medicine,16,Family Medicine,Specialist Department,,,
1856,Mitchells Plain Audiology,120,Audiology,120,Audiology,Specialist Department,,,
1392,Sutherland Family Medicine,16,Family Medicine,16,Family Medicine,Specialist Department,,,
1395,Tembisa Paediatrics,28,Paediatrics,28,Paediatrics,Specialist Department,,,
1432,Paarl Emergency Medicine,32,Emergency medicine,32,Emergency Medicine,Specialist Department,,,
1399,George Internal Medicine,21,Internal Medicine,21,Internal Medicine,Specialist Department,,,
1409,George Obs & Gynae,27,Obstetrics / Gynaecology,27,Obstetrics / Gynaecology,Specialist Department,,,
1401,Pelonomi General Surgery,22,General Surgery,22,General Surgery,Specialist Department,,,
1402,King Dinuzulu Emergency Medicine,32,Emergency medicine,32,Emergency Medicine,Specialist Department,,,
1405,Paarl Critical Care,34,Critical Care,34,Critical Care,Specialist Department,,,
1406,Groote Schuur Emergency Medicine,32,Emergency medicine,32,Emergency Medicine,Specialist Department,,,
1407,Groote Schuur Family Medicine,16,Family Medicine,16,Family Medicine,Specialist Department,,,
1153,King Dinuzulu Psychiatry,37,Psychiatry,37,Psychiatry,Specialist Department,,,
1419,Fort Beaufort Family Medicine,16,Family Medicine,16,Family Medicine,Specialist Department,,,
1420,Potchefstroom Ophthalmologist,1,Ophthalmology,1,Ophthalmology,Specialist Department,,,
1422,Vincent Pallotti Orthopaedics,7,Orthopaedics,7,Orthopaedics,Specialist Department,,,
1423,Grey's TB,40,TB,169,Infectious disease,Specialist Department,,,
1428,George Orthopaedic,7,Orthopaedics,7,Orthopaedics,Specialist Department,,,
1429,George Ophthalmology,1,Ophthalmology,1,Ophthalmology,Specialist Department,,,
1441,MSF Local Emergencies,40,TB,169,Infectious disease,Specialist Department,,,
1415,Durban ENT,15,ENT,15,Otorhinolaryngology,Specialist Department,,,
1754,Groote Schuur Haematology,84,Haematology,84,Haematology,Specialist Department,,,
1499,Wits Medical Teaching,16,Family Medicine,16,Family Medicine,Specialist Department,,,
1527,Groote Schuur Palliative Care,41,Palliative Care,41,Palliative Care,Specialist Department,,,
1855,Mitchells Plain Speech Therapy,122,Speech Therapy,122,Speech Therapy,Specialist Department,,,
1548,Stellenbosch Student Teaching,1,Ophthalmology,1,Ophthalmology,Specialist Department,,,
1609,Dora Nginza Internal Medicine,21,Internal Medicine,21,Internal Medicine,Specialist Department,,,
1628,RHC Eye Competition,1,Ophthalmology,1,Ophthalmology,Specialist Department,,,
1632,Ugu District,16,Family Medicine,16,Family Medicine,Specialist Department,,,
1647,Palliative Care,41,Palliative Care,41,Palliative Care,Specialist Department,,,
1461,"Groote Schuur Endocrinology (CLINIC REFERRALS ONLY,  NO INPATIENT REFERRALS)",46,Endocrinology,46,Endocrinology,Specialist Department,,,
1668,University of Pretoria Family Medicine,16,Family Medicine,16,Family Medicine,Specialist Department,,,
1686,CHBAH Paeds Burns,3,Burns,3,Burns,Specialist Department,,,
1688,Mthatha Regional Internal Medicine,21,Internal Medicine,21,Internal Medicine,Specialist Department,,,
1669,WRHI HIV Support,12,HIV,169,Infectious Disease,Specialist Department,,,
1731,Steve Biko Internal Medicine,21,Internal Medicine,21,Internal Medicine,Specialist Department,,,
1736,Steve Biko Neurosurgery,18,Neurosurgery,18,Neurosurgery,Specialist Department,,,
1788,Student Support,87,Student Support,420,General,University,,,
1858,Mitchells Plain Dietetics,121,Dietetics,121,Dietetics,Specialist Department,,,
1838,3 Military Orthopaedics,7,Orthopaedics,7,Orthopaedics,Specialist Department,,,
1672,Mofolo CHC Family medicine,175,Family medicine - Down referral,16,Family Medicine,Specialist Department,,,
1854,Steve Biko Psychiatry,37,Psychiatry,37,Psychiatry,Specialist Department,,,
1845,Khayelitsha CHC,16,Family Medicine,16,Family Medicine,Specialist Department,,,
1857,Mitchells Plain Psychology,125,Psychology,125,Psychology,Specialist Department,,,
1869,Bishop Lavis CDC Palliative Care,41,Palliative Care,41,Palliative Care,Specialist Department,,,
1870,Delft CHC Palliative Care,41,Palliative Care,41,Palliative Care,Specialist Department,,,
1888,Tembisa O&G,27,Obstetrics / Gynaecology,27,Obstetrics / Gynaecology,Specialist Department,,,
1893,Nelson Mandela Cardiology,4,Cardiology,4,Cardiology,Specialist Department,,,
1424,#PallCareConnect Guguletu,41,Palliative Care,41,Palliative Care,Specialist Department,,,
1829,Heideveld CDC #PallCareConnect,41,Palliative Care,41,Palliative Care,Specialist Department,,,
1830,Crossroads #PallCareConnect,41,Palliative Care,41,Palliative Care,Specialist Department,,,
913,Mitchells Plain Orthopaedics,369,MPH Orthopaedics Form,7,Orthopaedics,Specialist Department,,,
3147,Groote Schuur Rapid Access Clinic (Referrals to Rapid Access Clinic are only for patients who require follow up after being seen at C15 Emergency Unit at GSH),161,Rapid Access Clinic,161,Rapid Access Clinic,Specialist Department,,,
1090,Albert Luthuli Burns,3,Burns,3,Burns,Specialist Department,,,
1496,03 Amayeza Vaccine Helpline (advice only),49,National Vaccine Helpline,420,General,Other,,,
1529,Livingstone General Surgery SOPD (Will respond within 24-48 hours),22,General Surgery,22,General Surgery,Specialist Department,,,
1917,Khayelitsha Dietetics,121,Dietetics,121,Dietetics,Specialist Department,,,
1918,Khayelitsha Audiology,120,Audiology,120,Audiology,Specialist Department,,,
3934,Groote Schuur Infectious Diseases,169,Infectious disease,169,Infectious Disease,Specialist Department,,,
1921,Khayelitsha Social Work,126,Social Work,126,Social Work,Specialist Department,,,
1922,Khayelitsha Speech Therapy,122,Speech Therapy,122,Speech Therapy,Specialist Department,,,
1864,Eerste River Psychology,125,Psychology,125,Psychology,Specialist Department,,,
1926,KZN Anaesthetic Support,128,Anaesthesiology,128,Anaesthesiology,Specialist Department,,,
1929,Kalafong General Surgery,22,General Surgery,22,General Surgery,Specialist Department,,,
2119,Karl Bremer Gynaecology - Emergency Centre,27,Obstetrics / Gynaecology,27,Obstetrics / Gynaecology,Specialist Department,,,
1967,Paarl General Surgery Clinics,22,General Surgery,22,General Surgery,Specialist Department,,,
1923,Khayelitsha Physiotherapy,370,Khayelitsha Physiotherapy,123,Physiotherapy,Specialist Department,,,
2010,Nelson Mandela Paeds Surgery,39,Paediatric Surgery,39,Paediatric Surgery,Specialist Department,,,
2011,AlnylamTesting,1,Ophthalmology,1,Ophthalmology,Specialist Department,,,
2083,Uitenhage General Surgery,22,General Surgery,22,General Surgery,Specialist Department,,,
2087,Tembisa Anaesthesia,128,Anaesthesiology,128,Anaesthesiology,Specialist Department,,,
2091,MSF Ophthalmology,1,Ophthalmology,1,Ophthalmology,Specialist Department,,,
2099,Abundant Life Palliative Care,41,Palliative Care,41,Palliative Care,Specialist Department,,,
2125,West Rand DCST,16,Family Medicine,16,Family Medicine,Specialist Department,,,
2140,Charlotte Maxeke Internal Medicine,21,Internal Medicine,21,Internal Medicine,Specialist Department,,,
2146,Groote Schuur Elective Orthopaedics,7,Orthopaedics,7,Orthopaedics,Specialist Department,,,
2168,Kalafong Anaesthesia,128,Anaesthesiology,128,Anaesthesiology,Specialist Department,,,
2207,Mamelodi Social Work,126,Social Work,126,Social Work,Specialist Department,,,
4605,CHBAH Paediatric Surgery,39,Paediatric Surgery,39,Paediatric Surgery,Specialist Department,,,
2096,DP Marais TB Hospital,174,WC - TB,169,Infectious disease,Specialist Department,,,
4819,Polokwane-Mankweng Obstetrics and Gynaecology,27,Obstetrics / Gynaecology,27,Obstetrics / Gynaecology,Specialist Department,,,
1371,New Somerset Neonatology,154,Neonatology,154,Neonatology,Specialist Department,,,
50,Khayelitsha Site B CHC,16,Family Medicine,16,Family Medicine,Specialist Department,,,
1885,East London Paeds Surgery,39,Paediatric Surgery,39,Paediatric Surgery,Specialist Department,,,
1916,Khayelitsha Occupational Therapy,371,Khayelitsha Occupational Therapy,124,Occupational Therapy,Specialist Department,,,
